setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
A0626,EURUSD,2025-01-14T16:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.02551,1.0235400000000001,1.03028,,2.69,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-01-14T12:00:00+00:00,CHoCH,CHoCH,False,False,1.2,1.6,1.06,marginal,0.935,,1.298,0.00168,False,,,,,False,16,bearish,against_trend,2025-01-14T15:00:00+00:00,1,2025-01-14T15:00:00+00:00,LONG,counter,65.8,False,0,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0627,EURUSD,2025-01-15T14:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.03864,1.0409,1.03545,1.03444,1.55,2.04,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,145,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-01-07T13:00:00+00:00,BOS,BOS,True,False,0.78,1.03,1.03,marginal,1.543,0.664,1.335,0.001206,False,,,,,False,14,bullish,against_trend,2025-01-15T13:00:00+00:00,1,2025-01-07T17:00:00+00:00,SHORT,aligned,51.1,False,1,fresh,NY,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0628,EURUSD,2025-01-15T14:00:00+00:00,2025-01-15T15:00:00+00:00,2025-01-15T16:00:00+00:00,NY,bullish,BOS BOS,proximal,1.03121,1.02955,1.03573,,3.1,,sl,1.02955,-1.0,-1.0,-1.0,-250.0,True,,1.127,-0.801,1,-1,-1,3,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-15T11:00:00+00:00,BOS,BOS,False,False,2.4,2.99,2.99,strong,0.848,,1.467,0.001486,False,,,,,False,14,bullish,with_trend,2025-01-15T13:00:00+00:00,1,2025-01-15T13:00:00+00:00,LONG,counter,76.2,False,2,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0629,EURUSD,2025-01-20T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.03263,1.03109,1.03543,,2.09,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-01-20T12:00:00+00:00,BOS,BOS,False,False,4.53,4.48,4.48,strong,0.654,,3.008,0.001742,False,,,,,False,14,bullish,with_trend,2025-01-20T13:00:00+00:00,1,2025-01-20T13:00:00+00:00,LONG,aligned,45.4,False,2,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0630,EURUSD,2025-01-20T18:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.03168,1.0301,1.03543,,2.72,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,9,discount,0.0,,8.0,4.0,1.0,1.0,1.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-01-20T09:00:00+00:00,BOS,Confirm,True,True,0.84,3.07,3.07,strong,0.463,2.085,1.798,0.002547,False,,,,,False,18,bullish,with_trend,2025-01-20T17:00:00+00:00,1,2025-01-20T12:00:00+00:00,LONG,aligned,31.4,False,1,fresh,London,NY,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0631,EURUSD,2025-01-22T10:00:00+00:00,2025-01-22T14:00:00+00:00,2025-01-23T07:00:00+00:00,London,bullish,BOS BOS,proximal,1.04184,1.03959,1.04582,,1.94,,sl,1.03959,-1.0,-1.0,-1.0,-250.0,True,,0.591,-0.956,17,-1,-1,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-22T06:00:00+00:00,BOS,BOS,False,False,0.91,1.54,1.54,solid,1.226,,5.261,0.001509,False,,,,,False,10,bullish,with_trend,2025-01-22T09:00:00+00:00,1,2025-01-22T09:00:00+00:00,LONG,counter,72.6,False,4,no_fvg,Asia,NY,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0632,EURUSD,2025-01-24T16:00:00+00:00,2025-01-27T13:00:00+00:00,2025-01-27T15:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.05329,1.05433,1.05063,,3.17,,tp1,1.05063,2.558,3.17,12.683,639.5,True,,3.75,-0.01,2,2,-1,733,premium,1.0,True,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2024-12-11T02:00:00+00:00,CHoCH,CHoCH,False,False,1.59,1.8,1.2,marginal,0.32,,0.67,0.002001,False,,,,,False,16,bullish,against_trend,2025-01-24T15:00:00+00:00,1,2024-12-11T06:00:00+00:00,SHORT,aligned,108.4,False,0,stale,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0633,EURUSD,2025-01-29T08:00:00+00:00,2025-01-30T13:00:00+00:00,2025-01-30T13:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.04354,1.04447,1.04218,,1.86,,sl,1.04447,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,0,-1,-1,3,discount,0.0,,7.0,4.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2025-01-29T05:00:00+00:00,BOS,Confirm,False,True,1.01,2.4,2.4,solid,0.599,,7.684,0.000885,False,,,,,False,8,bearish,with_trend,2025-01-29T07:00:00+00:00,1,2025-01-29T07:00:00+00:00,SHORT,counter,18.1,False,1,no_fvg,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0634,EURUSD,2025-01-30T14:00:00+00:00,2025-01-30T20:00:00+00:00,2025-01-30T20:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.04005,1.03872,1.04178,,1.53,,sl,1.03872,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,0,-1,-1,3,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-30T11:00:00+00:00,CHoCH,CHoCH,False,False,2.12,3.83,2.55,strong,0.663,,0.699,0.001403,False,,,,,False,14,bearish,against_trend,2025-01-30T13:00:00+00:00,1,2025-01-30T13:00:00+00:00,LONG,aligned,14.9,False,0,no_fvg,London,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0635,EURUSD,2025-02-06T09:00:00+00:00,2025-02-06T18:00:00+00:00,2025-02-07T02:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.03856,1.03964,1.03721,,1.53,,sl,1.03856,0.0,-1.0,-1.0,0.0,True,,1.083,-0.981,8,-1,-1,3,premium,1.0,True,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2025-02-06T06:00:00+00:00,CHoCH,CHoCH,True,True,2.2,1.55,1.03,marginal,0.691,0.498,2.45,0.000984,False,,,,,False,9,bullish,against_trend,2025-02-06T08:00:00+00:00,1,2025-02-06T07:00:00+00:00,SHORT,aligned,75.4,False,0,fresh,Asia,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0636,EURUSD,2025-02-07T15:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.03853,1.04037,1.03603,,1.52,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,7,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-02-07T08:00:00+00:00,BOS,BOS,False,False,0.59,1.36,1.36,marginal,0.966,,1.228,0.00149,False,,,,,False,15,bearish,with_trend,2025-02-07T14:00:00+00:00,1,2025-02-07T13:00:00+00:00,SHORT,aligned,69.5,False,2,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0637,EURUSD,2025-02-07T17:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.03607,1.03926,1.03048,,1.87,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,3,premium,0.0,,9.0,3.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-02-07T14:00:00+00:00,BOS,BOS,True,True,0.85,1.35,1.35,marginal,1.37,0.27,0.898,0.002037,False,,,,,False,17,bearish,with_trend,2025-02-07T16:00:00+00:00,1,2025-02-07T15:00:00+00:00,SHORT,aligned,50.1,False,1,fresh,NY,NY,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0638,EURUSD,2025-02-10T14:00:00+00:00,2025-02-11T10:00:00+00:00,2025-02-11T15:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.03237,1.0340799999999999,1.02955,,1.87,,sl,1.0340799999999999,-1.0,-1.0,-1.0,-250.0,True,,0.55,-0.772,5,-1,-1,19,premium,0.0,,6.0,4.0,1.0,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2025-02-07T19:00:00+00:00,BOS,Confirm,False,True,0.46,1.02,1.02,marginal,1.125,,6.175,0.001164,False,,,,,False,14,bearish,with_trend,2025-02-10T13:00:00+00:00,1,2025-02-10T02:00:00+00:00,SHORT,aligned,78.3,False,1,stale,NY,London,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0639,EURUSD,2025-02-12T14:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.03077,1.02969,1.03212,,1.53,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,31,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-11T07:00:00+00:00,CHoCH,CHoCH,True,False,1.05,1.54,1.03,marginal,0.801,0.577,1.921,0.000849,False,,,,,False,14,bullish,with_trend,2025-02-12T13:00:00+00:00,1,2025-02-11T18:00:00+00:00,LONG,aligned,17.6,False,0,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0640,EURUSD,2025-02-12T14:00:00+00:00,2025-02-12T15:00:00+00:00,2025-02-12T15:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.03699,1.03811,1.03549,,1.63,,sl,1.03811,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,0,-1,-1,4,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-02-12T10:00:00+00:00,CHoCH,CHoCH,False,False,1.76,3.2,2.14,solid,0.583,,0.356,0.001236,False,,,,,False,14,bullish,against_trend,2025-02-12T13:00:00+00:00,1,2025-02-12T13:00:00+00:00,SHORT,aligned,83.2,False,0,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0641,EURUSD,2025-02-12T18:00:00+00:00,2025-02-12T22:00:00+00:00,2025-02-13T00:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.0379,1.0368,1.03962,,1.91,,tp1,1.03962,1.564,1.91,0.0,391.0,True,,1.936,-0.191,2,2,-1,6,premium,0.0,False,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-12T12:00:00+00:00,CHoCH,CHoCH,True,False,1.02,1.59,1.06,marginal,0.321,0.381,0.335,0.00218,False,,,,,False,18,bearish,against_trend,2025-02-12T17:00:00+00:00,1,2025-02-12T16:00:00+00:00,LONG,counter,56.2,False,0,fresh,London,Other,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0642,EURUSD,2025-02-13T09:00:00+00:00,2025-02-13T11:00:00+00:00,2025-02-13T13:00:00+00:00,London,bullish,Range BOS,proximal,1.04003,1.03841,1.04222,,1.54,,sl,1.03841,-1.0,-1.0,-1.0,-250.0,True,,1.667,-0.907,2,-1,-1,9,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-13T00:00:00+00:00,BOS,Range,True,False,0.4,1.3,1.3,marginal,0.997,0.131,4.323,0.001224,False,,,,,False,9,bullish,with_trend,2025-02-13T08:00:00+00:00,1,2025-02-13T04:00:00+00:00,LONG,counter,73.8,False,1,fresh,Asia,London,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0643,EURUSD,2025-02-14T11:00:00+00:00,2025-02-18T04:00:00+00:00,2025-02-18T08:00:00+00:00,London,bullish,Range BOS,proximal,1.04557,1.0443,1.04808,1.05033,2.35,4.45,sl,1.04557,0.0,-1.0,-1.0,0.0,True,,1.047,-0.276,4,-1,-1,6,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-14T05:00:00+00:00,BOS,Range,True,False,1.22,1.29,1.29,marginal,0.787,0.235,1.864,0.001105,False,,,,,False,11,bullish,with_trend,2025-02-14T10:00:00+00:00,1,2025-02-14T09:00:00+00:00,LONG,counter,92.1,False,1,fresh,Asia,Asia,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0644,EURUSD,2025-02-19T17:00:00+00:00,2025-02-19T19:00:00+00:00,2025-02-20T08:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.04251,1.04391,1.04065,,1.55,,sl,1.04391,-1.0,-1.0,-1.0,-250.0,True,,0.771,-0.893,13,-1,-1,4,discount,0.0,False,7.0,3.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-19T13:00:00+00:00,CHoCH,CHoCH,True,False,1.48,1.71,1.14,marginal,0.867,0.191,0.59,0.001153,False,,,,,False,17,bullish,against_trend,2025-02-19T16:00:00+00:00,1,2025-02-19T15:00:00+00:00,SHORT,counter,36.4,False,0,fresh,NY,NY,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0645,EURUSD,2025-02-20T14:00:00+00:00,2025-02-20T15:00:00+00:00,2025-02-20T16:00:00+00:00,NY,bullish,BOS BOS,proximal,1.0444,1.04294,1.04676,,1.87,,tp1,1.04676,1.616,1.87,2.315,404.0,True,,2.349,-0.151,1,1,-1,2,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-20T12:00:00+00:00,BOS,BOS,False,False,0.9,1.07,1.07,marginal,0.891,,1.194,0.001189,False,,,,,False,14,bullish,with_trend,2025-02-20T13:00:00+00:00,1,2025-02-20T13:00:00+00:00,LONG,counter,71.6,False,1,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0646,EURUSD,2025-02-21T16:00:00+00:00,2025-02-23T22:00:00+00:00,2025-02-24T00:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.04701,1.04964,1.04258,,1.82,,sl,1.04964,-1.0,-1.0,-1.0,-250.0,True,,0.506,-0.551,2,-1,-1,2,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-21T14:00:00+00:00,CHoCH,CHoCH,False,False,2.09,1.84,1.23,marginal,1.554,,0.627,0.001435,False,,,,,False,16,bullish,against_trend,2025-02-21T15:00:00+00:00,1,2025-02-21T15:00:00+00:00,SHORT,aligned,66.1,False,0,no_fvg,NY,Other,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0647,EURUSD,2025-02-25T07:00:00+00:00,2025-02-25T08:00:00+00:00,2025-02-25T11:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.04614,1.04455,1.04844,,1.65,,tp1,1.04844,1.447,1.65,0.0,361.75,True,,1.78,-0.34,3,3,-1,34,discount,1.0,True,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2025-02-21T21:00:00+00:00,CHoCH,CHoCH,False,False,1.42,1.53,1.02,marginal,1.318,,0.842,0.000903,False,,,,,False,7,bearish,against_trend,2025-02-25T06:00:00+00:00,1,2025-02-24T01:00:00+00:00,LONG,aligned,11.4,False,0,stale,Other,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
