setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A3550,EURUSD,2008-01-23T16:00:00+00:00,2008-01-23T16:00:00+00:00,2008-01-23T19:00:00+00:00,NY,bearish,BOS BOS,proximal,1.4575,1.4624,1.4626,1.4456,,2.43,,sl,1.4626,-1.0,-1.0,-1.0,-250.0,True,,0.51,-0.471,False,False,3,-1,-1,9.0,7.0,9,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2008-01-23T07:00:00+00:00,BOS,BOS,holding,False,none,False,1,1.49,1.1,1.1,marginal,1.232,,0.865,0.003814,False,,,,,False,16,bearish,with_trend,2008-01-23T15:00:00+00:00,1,2008-01-23T09:00:00+00:00,SHORT,,counter,37.6,False,5,no_fvg,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3551,EURUSD,2008-01-24T04:00:00+00:00,2008-01-24T08:00:00+00:00,2008-01-24T10:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.4631,1.4647,1.4648999999999999,1.4602,,1.81,,sl,1.4631,0.0,-1.0,-1.0,0.0,True,,1.056,-0.722,False,False,2,-1,-1,27.0,23.0,23,premium,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2008-01-23T05:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,3.03,2.24,1.49,marginal,0.671,,0.959,0.002086,False,,,,,False,4,bullish,against_trend,2008-01-24T03:00:00+00:00,1,2008-01-23T09:00:00+00:00,SHORT,True,aligned,69.9,False,0,stale,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3552,EURUSD,2008-01-24T14:00:00+00:00,2008-01-25T13:00:00+00:00,2008-01-25T15:00:00+00:00,NY,bullish,BOS BOS,proximal,1.4688,1.4658,1.4656,1.4741,,1.77,,sl,1.4688,0.0,1.77,2.406,0.0,True,,1.031,-0.125,False,False,2,22,-1,26.0,25.0,3,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2008-01-24T11:00:00+00:00,BOS,BOS,holding,False,full,False,1,1.68,1.21,1.21,marginal,1.244,,1.733,0.00225,False,,,,,False,14,bullish,with_trend,2008-01-24T13:00:00+00:00,1,2008-01-24T12:00:00+00:00,LONG,True,counter,83.6,False,1,fresh,London,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3553,EURUSD,2008-01-28T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.4727,1.4713,1.4711,1.4748,1.4761,1.5,2.43,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,3,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-01-28T11:00:00+00:00,BOS,BOS,holding,True,pristine,False,1,1.17,1.8,1.8,solid,0.483,0.322,1.851,0.002486,False,,,,,False,14,bullish,with_trend,2008-01-28T13:00:00+00:00,1,2008-01-28T12:00:00+00:00,LONG,,counter,50.4,False,2,fresh,London,NY,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3554,EURUSD,2008-01-29T08:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.4723,1.469,1.4688,1.4777,,1.64,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,24,discount,0.0,,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2008-01-28T08:00:00+00:00,BOS,BOS,holding,False,none,False,2,0.44,1.12,1.12,marginal,2.0,,3.032,0.00155,False,,,,,False,8,bullish,with_trend,2008-01-29T07:00:00+00:00,1,2008-01-28T09:00:00+00:00,LONG,,aligned,45.7,False,2,no_fvg,London,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3555,EURUSD,2008-01-30T11:00:00+00:00,2008-01-30T12:00:00+00:00,2008-01-30T18:00:00+00:00,London,bullish,BOS BOS,proximal,1.4783,1.4764,1.4762,1.4812,1.4819,1.53,1.89,tp1,1.4812,1.381,1.53,1.89,345.25,True,,1.381,-0.667,,,6,6,6,6.0,3.0,5,premium,0.0,,5.0,3.0,1.0,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2008-01-30T06:00:00+00:00,BOS,BOS,holding,False,full,True,1,2.12,1.74,1.74,solid,1.315,,1.392,0.001293,False,,,,,False,11,bullish,with_trend,2008-01-30T10:00:00+00:00,1,2008-01-30T09:00:00+00:00,LONG,True,counter,57.5,False,3,fresh,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3556,EURUSD,2008-02-04T05:00:00+00:00,2008-02-04T05:00:00+00:00,2008-02-05T08:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.482,1.4856,1.4858,1.4764,,1.56,,tp1,1.4764,1.474,1.56,5.105,368.5,True,,1.474,-0.711,,,27,27,-1,62.0,12.0,13,discount,1.0,True,5.0,4.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2008-02-01T15:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,2,2.41,2.18,1.45,marginal,1.731,,1.833,0.001964,False,,,,,False,5,bullish,against_trend,2008-02-04T04:00:00+00:00,1,2008-02-01T16:00:00+00:00,SHORT,False,counter,12.8,False,0,no_fvg,NY,Asia,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3557,EURUSD,2008-02-04T07:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.4872,1.4908,1.4909999999999999,1.4818,,1.5,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,20,discount,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-01T10:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,1.8,1.56,1.04,marginal,2.0,2.294,2.118,0.0017,False,,,,,False,7,bullish,against_trend,2008-02-04T06:00:00+00:00,1,2008-02-01T14:00:00+00:00,SHORT,,counter,48.0,False,0,fresh,London,London,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3558,EURUSD,2008-02-04T07:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.4872,1.4885,1.4887,1.4852,,1.54,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,21,discount,1.0,True,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-02-01T09:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,1.9,1.65,1.1,marginal,0.661,2.343,2.163,0.001664,False,,,,,False,7,bullish,against_trend,2008-02-04T06:00:00+00:00,1,2008-02-01T14:00:00+00:00,SHORT,,counter,48.0,False,0,fresh,London,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3559,EURUSD,2008-02-05T08:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.481,1.4819,1.4821,1.4792,,2.0,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,7,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-05T01:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,2.48,2.74,2.74,strong,0.587,0.251,3.521,0.001193,False,,,,,False,8,bearish,with_trend,2008-02-05T07:00:00+00:00,1,2008-02-05T07:00:00+00:00,SHORT,,counter,24.5,False,2,fresh,Asia,London,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3560,EURUSD,2008-02-05T09:00:00+00:00,2008-02-05T09:00:00+00:00,2008-02-05T10:00:00+00:00,London,bullish,BOS BOS,proximal,1.4683,1.4669,1.4667000000000001,1.4707,,1.71,,sl,1.4667000000000001,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,False,1,-1,-1,198.0,143.0,149,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-01-28T03:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.52,1.33,1.33,marginal,0.8,,3.133,0.0015,False,,,,,False,9,bearish,against_trend,2008-02-05T08:00:00+00:00,1,2008-01-28T09:00:00+00:00,LONG,,aligned,16.7,False,2,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3561,EURUSD,2008-02-07T12:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.4612,1.4653,1.4655,1.4549,,1.54,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,4,premium,0.0,,7.0,3.0,1.0,1.0,1.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2008-02-07T08:00:00+00:00,BOS,BOS,holding,True,partial,True,1,1.39,2.28,2.28,solid,1.712,1.668,2.765,0.002279,False,,,,,False,12,bearish,with_trend,2008-02-07T11:00:00+00:00,1,2008-02-07T11:00:00+00:00,SHORT,,aligned,61.8,False,2,fresh,London,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3562,EURUSD,2008-02-08T18:00:00+00:00,2008-02-12T13:00:00+00:00,2008-02-13T06:00:00+00:00,NY,bearish,BOS BOS,proximal,1.4597,1.4624,1.4626,1.4549,,1.78,,tp1,1.4549,1.655,1.78,0.0,413.75,True,,1.655,-0.586,,,17,17,-1,126.0,73.0,35,premium,0.0,,9.0,3.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2008-02-07T07:00:00+00:00,BOS,BOS,holding,True,pristine,True,0,2.11,3.46,3.46,strong,1.351,2.054,3.405,0.00185,False,,,,,False,18,bearish,with_trend,2008-02-08T17:00:00+00:00,1,2008-02-07T11:00:00+00:00,SHORT,False,aligned,74.6,False,4,fresh,London,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3563,EURUSD,2008-02-12T06:00:00+00:00,2008-02-12T07:00:00+00:00,2008-02-12T07:00:00+00:00,Asia,bullish,Confirmation BOS,proximal,1.4518,1.4507,1.4505000000000001,1.4546,,2.55,,sl,1.4505000000000001,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,5.0,2.0,4,discount,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2008-02-12T02:00:00+00:00,BOS,Confirm,holding,True,pristine,True,0,1.13,1.46,1.46,marginal,0.597,0.332,3.052,0.001507,False,,,,,False,6,bullish,with_trend,2008-02-12T05:00:00+00:00,1,2008-02-12T05:00:00+00:00,LONG,,aligned,38.9,False,1,fresh,Asia,London,False,True,Fill only,A First Pullback,premium,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3564,EURUSD,2008-02-13T07:00:00+00:00,2008-02-13T08:00:00+00:00,2008-02-13T09:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.4568,1.4586,1.4587999999999999,1.451,1.4496,3.22,4.0,sl,1.4587999999999999,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,1,-1,-1,7.0,2.0,6,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-02-13T01:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.98,1.52,1.01,marginal,1.072,,1.407,0.001493,False,,,,,False,7,bullish,against_trend,2008-02-13T06:00:00+00:00,1,2008-02-13T06:00:00+00:00,SHORT,,aligned,65.4,False,0,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3565,EURUSD,2008-02-14T08:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.4571,1.4562,1.456,1.4586,1.4596,1.67,2.78,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,4,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-14T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,2.09,1.31,1.31,marginal,0.464,1.924,3.185,0.001507,False,,,,,False,8,bullish,with_trend,2008-02-14T07:00:00+00:00,1,2008-02-14T07:00:00+00:00,LONG,,aligned,39.6,False,1,fresh,Asia,London,False,False,never_filled,A First Pullback,premium,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3566,EURUSD,2008-02-15T06:00:00+00:00,2008-02-15T06:00:00+00:00,2008-02-15T08:00:00+00:00,Asia,bullish,Confirmation BOS,proximal,1.4644,1.4631,1.4629,1.467,,2.0,,tp1,1.467,1.733,2.0,0.0,433.25,True,,1.733,-0.133,,,2,2,-1,7.0,2.0,7,premium,0.0,,6.0,4.0,1.0,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2008-02-14T23:00:00+00:00,BOS,Confirm,holding,False,none,True,1,0.95,1.61,1.61,solid,1.062,,5.503,0.001036,False,,,,,False,6,bullish,with_trend,2008-02-15T05:00:00+00:00,1,2008-02-15T04:00:00+00:00,LONG,,counter,86.3,False,1,no_fvg,Other,Asia,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3567,EURUSD,2008-02-15T13:00:00+00:00,2008-02-15T16:00:00+00:00,2008-02-15T18:00:00+00:00,NY,bullish,BOS BOS,proximal,1.4663,1.4642,1.464,1.4698,,1.67,,friday_flat,1.4669,0.261,-1.0,-1.0,65.25,True,,0.304,-0.304,,,2,-1,-1,10.0,8.0,7,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2008-02-15T06:00:00+00:00,BOS,BOS,holding,False,full,False,1,1.56,1.71,1.71,solid,1.011,,3.992,0.001879,False,,,,,False,13,bullish,with_trend,2008-02-15T12:00:00+00:00,1,2008-02-15T08:00:00+00:00,LONG,,counter,80.0,False,2,fresh,Asia,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3568,EURUSD,2008-02-18T08:00:00+00:00,2008-02-19T04:00:00+00:00,2008-02-19T04:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.4676,1.4687,1.4688999999999999,1.4656,,1.82,,sl,1.4688999999999999,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,25.0,21.0,5,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-02-18T03:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.63,2.19,1.46,marginal,0.656,,1.094,0.001371,False,,,,,False,8,bullish,against_trend,2008-02-18T07:00:00+00:00,1,2008-02-18T07:00:00+00:00,SHORT,,aligned,82.4,False,0,no_fvg,Asia,Asia,False,False,Neither,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
